code	primaryCategory	secondaryCategory
T-52003	DISCHARGE DIAGNOSIS	Topography
T-54430	DISCHARGE DIAGNOSIS	Topography
T-54190	DISCHARGE DIAGNOSIS	Topography
T-58700	DISCHARGE DIAGNOSIS	Topography
T-78020	DISCHARGE DIAGNOSIS	Topography
T-28800	DISCHARGE DIAGNOSIS	Topography
T-02400	DISCHARGE DIAGNOSIS	Topography
T-Y8100	DISCHARGE DIAGNOSIS	Topography
T-Y0160	DISCHARGE DIAGNOSIS	Topography
M-YY012	DISCHARGE DIAGNOSIS	Morphology
M-14200	DISCHARGE DIAGNOSIS	Morphology
M-14000	DISCHARGE DIAGNOSIS	Morphology
M-31200	DISCHARGE DIAGNOSIS	Morphology
M-31050	DISCHARGE DIAGNOSIS	Morphology
M-80011	DISCHARGE DIAGNOSIS	Morphology
M-41741	DISCHARGE DIAGNOSIS	Morphology
M-36800	DISCHARGE DIAGNOSIS	Morphology
M-90100	DISCHARGE DIAGNOSIS	Morphology
M-14420	DISCHARGE DIAGNOSIS	Morphology
M-12200	DISCHARGE DIAGNOSIS	Morphology
M-34160	DISCHARGE DIAGNOSIS	Morphology
E-90020	DISCHARGE DIAGNOSIS	Etiology
E-40000	DISCHARGE DIAGNOSIS	Etiology
E-YY237	DISCHARGE DIAGNOSIS	Etiology
E-YY011	DISCHARGE DIAGNOSIS	Etiology
E-Y2223	DISCHARGE DIAGNOSIS	Etiology
E-Y2222	DISCHARGE DIAGNOSIS	Etiology
F-12214	DISCHARGE DIAGNOSIS	Function
F-18010	DISCHARGE DIAGNOSIS	Function
F-80850	DISCHARGE DIAGNOSIS	Function
F-03003	DISCHARGE DIAGNOSIS	Function
F-Y1610	DISCHARGE DIAGNOSIS	Function
F-YY001	DISCHARGE DIAGNOSIS	Function
F-62350	DISCHARGE DIAGNOSIS	Function
F-39760	DISCHARGE DIAGNOSIS	Function
F-84236	DISCHARGE DIAGNOSIS	Function
F-P0466	DISCHARGE DIAGNOSIS	Function
F-YY041	DISCHARGE DIAGNOSIS	Function
F-YYAMA	DISCHARGE DIAGNOSIS	Function
D-40100	DISCHARGE DIAGNOSIS	Disease
D-02620	DISCHARGE DIAGNOSIS	Disease
D-YY006	DISCHARGE DIAGNOSIS	Disease
D-53250	DISCHARGE DIAGNOSIS	Disease
P-80001	DISCHARGE DIAGNOSIS	Procedure
P-02320	DISCHARGE DIAGNOSIS	Procedure
P-11400	DISCHARGE DIAGNOSIS	Procedure
P-YY001	DISCHARGE DIAGNOSIS	Procedure
J-YY256	DISCHARGE DIAGNOSIS	Occupation
T-00010	DISCHARGE DIAGNOSIS	Topography
T-Y9800	DISCHARGE DIAGNOSIS	Topography
T-Y0100	DISCHARGE DIAGNOSIS	Topography
T-Y9200	DISCHARGE DIAGNOSIS	Topography
T-81000	DISCHARGE DIAGNOSIS	Topography
T-87000	DISCHARGE DIAGNOSIS	Topography
T-53000	DISCHARGE DIAGNOSIS	Topography
T-Y9440	DISCHARGE DIAGNOSIS	Topography
T-54000	DISCHARGE DIAGNOSIS	Topography
T-XX810	DISCHARGE DIAGNOSIS	Topography
T-Y7000	DISCHARGE DIAGNOSIS	Topography
T-2X120	DISCHARGE DIAGNOSIS	Topography
T-54290	DISCHARGE DIAGNOSIS	Topography
T-54460	DISCHARGE DIAGNOSIS	Topography
T-08710	DISCHARGE DIAGNOSIS	Topography
T-54480	DISCHARGE DIAGNOSIS	Topography
T-78000	DISCHARGE DIAGNOSIS	Topography
T-00100	DISCHARGE DIAGNOSIS	Topography
T-18422	DISCHARGE DIAGNOSIS	Topography
M-41740	DISCHARGE DIAGNOSIS	Morphology
M-33100	DISCHARGE DIAGNOSIS	Morphology
M-12000	DISCHARGE DIAGNOSIS	Morphology
M-75930	DISCHARGE DIAGNOSIS	Morphology
M-14110	DISCHARGE DIAGNOSIS	Morphology
M-X1114	DISCHARGE DIAGNOSIS	Morphology
M-41750	DISCHARGE DIAGNOSIS	Morphology
M-YY023	DISCHARGE DIAGNOSIS	Morphology
M-31600	DISCHARGE DIAGNOSIS	Morphology
M-YY019	DISCHARGE DIAGNOSIS	Morphology
M-52000	DISCHARGE DIAGNOSIS	Morphology
M-34170	DISCHARGE DIAGNOSIS	Morphology
M-57200	DISCHARGE DIAGNOSIS	Morphology
E-YY015	DISCHARGE DIAGNOSIS	Etiology
E-16524	DISCHARGE DIAGNOSIS	Etiology
E-25420	DISCHARGE DIAGNOSIS	Etiology
E-YY280	DISCHARGE DIAGNOSIS	Etiology
F-10234	DISCHARGE DIAGNOSIS	Function
F-10534	DISCHARGE DIAGNOSIS	Function
F-35250	DISCHARGE DIAGNOSIS	Function
F-61320	DISCHARGE DIAGNOSIS	Function
F-31680	DISCHARGE DIAGNOSIS	Function
F-89702	DISCHARGE DIAGNOSIS	Function
F-Y0240	DISCHARGE DIAGNOSIS	Function
F-01120	DISCHARGE DIAGNOSIS	Function
F-Y6100	DISCHARGE DIAGNOSIS	Function
F-05450	DISCHARGE DIAGNOSIS	Function
F-35330	DISCHARGE DIAGNOSIS	Function
F-73102	DISCHARGE DIAGNOSIS	Function
F-A4580	DISCHARGE DIAGNOSIS	Function
D-C1004	DISCHARGE DIAGNOSIS	Disease
D-431C2	DISCHARGE DIAGNOSIS	Disease
D-71128	DISCHARGE DIAGNOSIS	Disease
D-40720	DISCHARGE DIAGNOSIS	Disease
P-17800	DISCHARGE DIAGNOSIS	Procedure
P-67380	DISCHARGE DIAGNOSIS	Procedure
P-16200	DISCHARGE DIAGNOSIS	Procedure
P-23000	DISCHARGE DIAGNOSIS	Procedure
P-17100	DISCHARGE DIAGNOSIS	Procedure
P-YY157	DISCHARGE DIAGNOSIS	Procedure
P-25002	DISCHARGE DIAGNOSIS	Procedure
P-34100	DISCHARGE DIAGNOSIS	Procedure
P-YY027	DISCHARGE DIAGNOSIS	Procedure
T-Y8800	DISCHARGE DIAGNOSIS	Topography
T-40300	DISCHARGE DIAGNOSIS	Topography
T-Y6600	DISCHARGE DIAGNOSIS	Topography
T-82000	DISCHARGE DIAGNOSIS	Topography
T-D3000	DISCHARGE DIAGNOSIS	Topography
T-01000	DISCHARGE DIAGNOSIS	Topography
T-Y0600	DISCHARGE DIAGNOSIS	Topography
T-88100	DISCHARGE DIAGNOSIS	Topography
T-51020	DISCHARGE DIAGNOSIS	Topography
T-YY880	DISCHARGE DIAGNOSIS	Topography
T-41740	DISCHARGE DIAGNOSIS	Topography
T-10180	DISCHARGE DIAGNOSIS	Topography
T-11730	DISCHARGE DIAGNOSIS	Topography
T-6Y101	DISCHARGE DIAGNOSIS	Topography
T-04100	DISCHARGE DIAGNOSIS	Topography
T-Y1120	DISCHARGE DIAGNOSIS	Topography
T-03000	DISCHARGE DIAGNOSIS	Topography
T-Y1605	DISCHARGE DIAGNOSIS	Topography
T-Y0300	DISCHARGE DIAGNOSIS	Topography
T-Y1110	DISCHARGE DIAGNOSIS	Topography
T-YY002	DISCHARGE DIAGNOSIS	Topography
T-13001	DISCHARGE DIAGNOSIS	Topography
M-Y3710	DISCHARGE DIAGNOSIS	Morphology
M-49400	DISCHARGE DIAGNOSIS	Morphology
M-33400	DISCHARGE DIAGNOSIS	Morphology
M-39500	DISCHARGE DIAGNOSIS	Morphology
M-YY015	DISCHARGE DIAGNOSIS	Morphology
M-41650	DISCHARGE DIAGNOSIS	Morphology
M-30460	DISCHARGE DIAGNOSIS	Morphology
E-YYDNS	DISCHARGE DIAGNOSIS	Etiology
E-93023	DISCHARGE DIAGNOSIS	Etiology
E-44150	DISCHARGE DIAGNOSIS	Etiology
F-YY014	DISCHARGE DIAGNOSIS	Function
F-YY015	DISCHARGE DIAGNOSIS	Function
F-03004	DISCHARGE DIAGNOSIS	Function
F-87000	DISCHARGE DIAGNOSIS	Function
F-01740	DISCHARGE DIAGNOSIS	Function
F-Y0230	DISCHARGE DIAGNOSIS	Function
F-01703	DISCHARGE DIAGNOSIS	Function
F-01830	DISCHARGE DIAGNOSIS	Function
F-76480	DISCHARGE DIAGNOSIS	Function
F-YY043	DISCHARGE DIAGNOSIS	Function
F-YY038	DISCHARGE DIAGNOSIS	Function
F-62000	DISCHARGE DIAGNOSIS	Function
F-61500	DISCHARGE DIAGNOSIS	Function
F-YY042	DISCHARGE DIAGNOSIS	Function
D-05570	DISCHARGE DIAGNOSIS	Disease
D-31500	DISCHARGE DIAGNOSIS	Disease
D-81400	DISCHARGE DIAGNOSIS	Disease
D-Y0200	DISCHARGE DIAGNOSIS	Disease
P-11100	DISCHARGE DIAGNOSIS	Procedure
P-12500	DISCHARGE DIAGNOSIS	Procedure
P-60210	DISCHARGE DIAGNOSIS	Procedure
P-63260	DISCHARGE DIAGNOSIS	Procedure
P-04660	DISCHARGE DIAGNOSIS	Procedure
P-11000	DISCHARGE DIAGNOSIS	Procedure
P-82700	DISCHARGE DIAGNOSIS	Procedure
P-YYY01	DISCHARGE DIAGNOSIS	Procedure
P-YY010	DISCHARGE DIAGNOSIS	Procedure
P-11440	DISCHARGE DIAGNOSIS	Procedure
P-Y0010	DISCHARGE DIAGNOSIS	Procedure
P-32287	DISCHARGE DIAGNOSIS	Procedure
P-YY107	DISCHARGE DIAGNOSIS	Procedure
J-YY257	DISCHARGE DIAGNOSIS	Occupation
T-50500	DISCHARGE DIAGNOSIS	Topography
T-Y9700	DISCHARGE DIAGNOSIS	Topography
T-67000	DISCHARGE DIAGNOSIS	Topography
T-52000	DISCHARGE DIAGNOSIS	Topography
T-Y1220	DISCHARGE DIAGNOSIS	Topography
T-12000	DISCHARGE DIAGNOSIS	Topography
T-63400	DISCHARGE DIAGNOSIS	Topography
T-01600	DISCHARGE DIAGNOSIS	Topography
T-74000	DISCHARGE DIAGNOSIS	Topography
T-38000	DISCHARGE DIAGNOSIS	Topography
T-98000	DISCHARGE DIAGNOSIS	Topography
T-YY300	DISCHARGE DIAGNOSIS	Topography
T-37000	DISCHARGE DIAGNOSIS	Topography
T-05050	DISCHARGE DIAGNOSIS	Topography
T-U4000	DISCHARGE DIAGNOSIS	Topography
T-17010	DISCHARGE DIAGNOSIS	Topography
T-Y8104	DISCHARGE DIAGNOSIS	Topography
T-89000	DISCHARGE DIAGNOSIS	Topography
T-54450	DISCHARGE DIAGNOSIS	Topography
T-01613	DISCHARGE DIAGNOSIS	Topography
T-Y0210	DISCHARGE DIAGNOSIS	Topography
T-32000	DISCHARGE DIAGNOSIS	Topography
T-11280	DISCHARGE DIAGNOSIS	Topography
M-40000	DISCHARGE DIAGNOSIS	Morphology
M-14310	DISCHARGE DIAGNOSIS	Morphology
M-38000	DISCHARGE DIAGNOSIS	Morphology
M-46300	DISCHARGE DIAGNOSIS	Morphology
M-11100	DISCHARGE DIAGNOSIS	Morphology
M-41400	DISCHARGE DIAGNOSIS	Morphology
M-32100	DISCHARGE DIAGNOSIS	Morphology
M-03003	DISCHARGE DIAGNOSIS	Morphology
M-88500	DISCHARGE DIAGNOSIS	Morphology
M-29170	DISCHARGE DIAGNOSIS	Morphology
E-19800	DISCHARGE DIAGNOSIS	Etiology
E-45960	DISCHARGE DIAGNOSIS	Etiology
E-YY222	DISCHARGE DIAGNOSIS	Etiology
E-13700	DISCHARGE DIAGNOSIS	Etiology
F-04540	DISCHARGE DIAGNOSIS	Function
F-85760	DISCHARGE DIAGNOSIS	Function
F-10533	DISCHARGE DIAGNOSIS	Function
F-70010	DISCHARGE DIAGNOSIS	Function
F-79070	DISCHARGE DIAGNOSIS	Function
F-Y0200	DISCHARGE DIAGNOSIS	Function
F-31600	DISCHARGE DIAGNOSIS	Function
F-10233	DISCHARGE DIAGNOSIS	Function
F-YY013	DISCHARGE DIAGNOSIS	Function
F-84580	DISCHARGE DIAGNOSIS	Function
F-75420	DISCHARGE DIAGNOSIS	Function
F-81Z00	DISCHARGE DIAGNOSIS	Function
F-94010	DISCHARGE DIAGNOSIS	Function
F-10514	DISCHARGE DIAGNOSIS	Function
F-04500	DISCHARGE DIAGNOSIS	Function
F-A6601	DISCHARGE DIAGNOSIS	Function
F-24000	DISCHARGE DIAGNOSIS	Function
F-60420	DISCHARGE DIAGNOSIS	Function
F-YY029	DISCHARGE DIAGNOSIS	Function
F-Y5450	DISCHARGE DIAGNOSIS	Function
D-10020	DISCHARGE DIAGNOSIS	Disease
D-YY008	DISCHARGE DIAGNOSIS	Disease
D-YY014	DISCHARGE DIAGNOSIS	Disease
D-YY013	DISCHARGE DIAGNOSIS	Disease
P-YY007	DISCHARGE DIAGNOSIS	Procedure
P-00010	DISCHARGE DIAGNOSIS	Procedure
P-67000	DISCHARGE DIAGNOSIS	Procedure
P-18100	DISCHARGE DIAGNOSIS	Procedure
P-65300	DISCHARGE DIAGNOSIS	Procedure
P-16400	DISCHARGE DIAGNOSIS	Procedure
P-08000	DISCHARGE DIAGNOSIS	Procedure
P-17870	DISCHARGE DIAGNOSIS	Procedure
P-YG235	DISCHARGE DIAGNOSIS	Procedure
P-62200	DISCHARGE DIAGNOSIS	Procedure
P-Y0157	DISCHARGE DIAGNOSIS	Procedure
P-E2770	DISCHARGE DIAGNOSIS	Procedure
P-16040	DISCHARGE DIAGNOSIS	Procedure
T-Y1500	DISCHARGE DIAGNOSIS	Topography
T-63000	DISCHARGE DIAGNOSIS	Topography
T-Y9500	DISCHARGE DIAGNOSIS	Topography
T-21000	DISCHARGE DIAGNOSIS	Topography
T-83000	DISCHARGE DIAGNOSIS	Topography
T-8X420	DISCHARGE DIAGNOSIS	Topography
T-54100	DISCHARGE DIAGNOSIS	Topography
T-Y9890	DISCHARGE DIAGNOSIS	Topography
T-Y2000	DISCHARGE DIAGNOSIS	Topography
T-Y9100	DISCHARGE DIAGNOSIS	Topography
T-54280	DISCHARGE DIAGNOSIS	Topography
T-05000	DISCHARGE DIAGNOSIS	Topography
T-04020	DISCHARGE DIAGNOSIS	Topography
T-57000	DISCHARGE DIAGNOSIS	Topography
T-Y8310	DISCHARGE DIAGNOSIS	Topography
T-14100	DISCHARGE DIAGNOSIS	Topography
T-25000	DISCHARGE DIAGNOSIS	Topography
M-14100	DISCHARGE DIAGNOSIS	Morphology
M-31500	DISCHARGE DIAGNOSIS	Morphology
M-20000	DISCHARGE DIAGNOSIS	Morphology
M-11000	DISCHARGE DIAGNOSIS	Morphology
M-51100	DISCHARGE DIAGNOSIS	Morphology
M-YY883	DISCHARGE DIAGNOSIS	Morphology
M-Y8723	DISCHARGE DIAGNOSIS	Morphology
M-12610	DISCHARGE DIAGNOSIS	Morphology
M-30400	DISCHARGE DIAGNOSIS	Morphology
M-81403	DISCHARGE DIAGNOSIS	Morphology
M-44000	DISCHARGE DIAGNOSIS	Morphology
M-09200	DISCHARGE DIAGNOSIS	Morphology
M-37010	DISCHARGE DIAGNOSIS	Morphology
E-YY012	DISCHARGE DIAGNOSIS	Etiology
E-00100	DISCHARGE DIAGNOSIS	Etiology
E-YY013	DISCHARGE DIAGNOSIS	Etiology
E-90000	DISCHARGE DIAGNOSIS	Etiology
E-YY014	DISCHARGE DIAGNOSIS	Etiology
E-16840	DISCHARGE DIAGNOSIS	Etiology
F-10584	DISCHARGE DIAGNOSIS	Function
F-11824	DISCHARGE DIAGNOSIS	Function
F-31580	DISCHARGE DIAGNOSIS	Function
F-Y1600	DISCHARGE DIAGNOSIS	Function
F-YYSEV	DISCHARGE DIAGNOSIS	Function
F-81010	DISCHARGE DIAGNOSIS	Function
F-01910	DISCHARGE DIAGNOSIS	Function
F-86711	DISCHARGE DIAGNOSIS	Function
F-65012	DISCHARGE DIAGNOSIS	Function
D-20050	DISCHARGE DIAGNOSIS	Disease
D-01370	DISCHARGE DIAGNOSIS	Disease
D-84124	DISCHARGE DIAGNOSIS	Disease
D-I8141	DISCHARGE DIAGNOSIS	Disease
D-40000	DISCHARGE DIAGNOSIS	Disease
P-10400	DISCHARGE DIAGNOSIS	Procedure
P-80000	DISCHARGE DIAGNOSIS	Procedure
P-14700	DISCHARGE DIAGNOSIS	Procedure
P-Y0101	DISCHARGE DIAGNOSIS	Procedure
P-YY020	DISCHARGE DIAGNOSIS	Procedure
P-16100	DISCHARGE DIAGNOSIS	Procedure
J-YY254	DISCHARGE DIAGNOSIS	Occupation
T-54910	DISCHARGE DIAGNOSIS	Topography
T-XX860	DISCHARGE DIAGNOSIS	Topography
T-Y2100	DISCHARGE DIAGNOSIS	Topography
T-40000	DISCHARGE DIAGNOSIS	Topography
T-Y4100	DISCHARGE DIAGNOSIS	Topography
T-68000	DISCHARGE DIAGNOSIS	Topography
T-Y9410	DISCHARGE DIAGNOSIS	Topography
T-50000	DISCHARGE DIAGNOSIS	Topography
T-Y0000	DISCHARGE DIAGNOSIS	Topography
T-14400	DISCHARGE DIAGNOSIS	Topography
T-07000	DISCHARGE DIAGNOSIS	Topography
T-54260	DISCHARGE DIAGNOSIS	Topography
T-54310	DISCHARGE DIAGNOSIS	Topography
T-02540	DISCHARGE DIAGNOSIS	Topography
T-16000	DISCHARGE DIAGNOSIS	Topography
T-54850	DISCHARGE DIAGNOSIS	Topography
T-97000	DISCHARGE DIAGNOSIS	Topography
T-Y1310	DISCHARGE DIAGNOSIS	Topography
T-02130	DISCHARGE DIAGNOSIS	Topography
M-14360	DISCHARGE DIAGNOSIS	Morphology
M-14400	DISCHARGE DIAGNOSIS	Morphology
M-YY011	DISCHARGE DIAGNOSIS	Morphology
M-YY013	DISCHARGE DIAGNOSIS	Morphology
M-36500	DISCHARGE DIAGNOSIS	Morphology
M-18770	DISCHARGE DIAGNOSIS	Morphology
M-54000	DISCHARGE DIAGNOSIS	Morphology
M-37000	DISCHARGE DIAGNOSIS	Morphology
M-41700	DISCHARGE DIAGNOSIS	Morphology
M-30000	DISCHARGE DIAGNOSIS	Morphology
M-53100	DISCHARGE DIAGNOSIS	Morphology
M-03000	DISCHARGE DIAGNOSIS	Morphology
M-YY004	DISCHARGE DIAGNOSIS	Morphology
M-58000	DISCHARGE DIAGNOSIS	Morphology
M-48400	DISCHARGE DIAGNOSIS	Morphology
M-13000	DISCHARGE DIAGNOSIS	Morphology
F-60014	DISCHARGE DIAGNOSIS	Function
F-01621	DISCHARGE DIAGNOSIS	Function
F-10583	DISCHARGE DIAGNOSIS	Function
F-31320	DISCHARGE DIAGNOSIS	Function
F-01820	DISCHARGE DIAGNOSIS	Function
F-YY999	DISCHARGE DIAGNOSIS	Function
F-YMILD	DISCHARGE DIAGNOSIS	Function
F-81421	DISCHARGE DIAGNOSIS	Function
F-D1002	DISCHARGE DIAGNOSIS	Function
F-01380	DISCHARGE DIAGNOSIS	Function
F-X2200	DISCHARGE DIAGNOSIS	Function
F-23200	DISCHARGE DIAGNOSIS	Function
F-YY049	DISCHARGE DIAGNOSIS	Function
F-YY048	DISCHARGE DIAGNOSIS	Function
D-80020	DISCHARGE DIAGNOSIS	Disease
D-YY036	DISCHARGE DIAGNOSIS	Disease
D-E0000	DISCHARGE DIAGNOSIS	Disease
D-C8050	DISCHARGE DIAGNOSIS	Disease
P-02300	DISCHARGE DIAGNOSIS	Procedure
P-03140	DISCHARGE DIAGNOSIS	Procedure
P-17500	DISCHARGE DIAGNOSIS	Procedure
P-13000	DISCHARGE DIAGNOSIS	Procedure
P-YY150	DISCHARGE DIAGNOSIS	Procedure
P-31000	DISCHARGE DIAGNOSIS	Procedure
P-14100	DISCHARGE DIAGNOSIS	Procedure
T-Y0200	DISCHARGE DIAGNOSIS	Topography
T-XY000	DISCHARGE DIAGNOSIS	Topography
T-Y1100	DISCHARGE DIAGNOSIS	Topography
T-56000	DISCHARGE DIAGNOSIS	Topography
T-79400	DISCHARGE DIAGNOSIS	Topography
T-54500	DISCHARGE DIAGNOSIS	Topography
T-28000	DISCHARGE DIAGNOSIS	Topography
T-Y1443	DISCHARGE DIAGNOSIS	Topography
T-54420	DISCHARGE DIAGNOSIS	Topography
T-54180	DISCHARGE DIAGNOSIS	Topography
T-62000	DISCHARGE DIAGNOSIS	Topography
T-08000	DISCHARGE DIAGNOSIS	Topography
T-Y6100	DISCHARGE DIAGNOSIS	Topography
T-XY080	DISCHARGE DIAGNOSIS	Topography
T-54370	DISCHARGE DIAGNOSIS	Topography
T-54920	DISCHARGE DIAGNOSIS	Topography
T-X0000	DISCHARGE DIAGNOSIS	Topography
T-11983	DISCHARGE DIAGNOSIS	Topography
T-YY015	DISCHARGE DIAGNOSIS	Topography
T-14430	DISCHARGE DIAGNOSIS	Topography
T-8Y300	DISCHARGE DIAGNOSIS	Topography
T-Y9480	DISCHARGE DIAGNOSIS	Topography
M-28030	DISCHARGE DIAGNOSIS	Morphology
M-37100	DISCHARGE DIAGNOSIS	Morphology
M-30150	DISCHARGE DIAGNOSIS	Morphology
M-44260	DISCHARGE DIAGNOSIS	Morphology
M-31530	DISCHARGE DIAGNOSIS	Morphology
M-72000	DISCHARGE DIAGNOSIS	Morphology
M-11240	DISCHARGE DIAGNOSIS	Morphology
M-71800	DISCHARGE DIAGNOSIS	Morphology
M-13500	DISCHARGE DIAGNOSIS	Morphology
M-58600	DISCHARGE DIAGNOSIS	Morphology
M-31630	DISCHARGE DIAGNOSIS	Morphology
E-05450	DISCHARGE DIAGNOSIS	Etiology
E-40100	DISCHARGE DIAGNOSIS	Etiology
E-16500	DISCHARGE DIAGNOSIS	Etiology
F-62400	DISCHARGE DIAGNOSIS	Function
F-01704	DISCHARGE DIAGNOSIS	Function
F-61570	DISCHARGE DIAGNOSIS	Function
F-74620	DISCHARGE DIAGNOSIS	Function
F-X2510	DISCHARGE DIAGNOSIS	Function
F-94190	DISCHARGE DIAGNOSIS	Function
F-Y1950	DISCHARGE DIAGNOSIS	Function
F-01620	DISCHARGE DIAGNOSIS	Function
F-04504	DISCHARGE DIAGNOSIS	Function
F-YY031	DISCHARGE DIAGNOSIS	Function
F-YY036	DISCHARGE DIAGNOSIS	Function
F-YY046	DISCHARGE DIAGNOSIS	Function
F-YY045	DISCHARGE DIAGNOSIS	Function
F-YY047	DISCHARGE DIAGNOSIS	Function
D-YY007	DISCHARGE DIAGNOSIS	Disease
D-75050	DISCHARGE DIAGNOSIS	Disease
D-65110	DISCHARGE DIAGNOSIS	Disease
D-38900	DISCHARGE DIAGNOSIS	Disease
D-30000	DISCHARGE DIAGNOSIS	Disease
D-YY001	DISCHARGE DIAGNOSIS	Disease
D-23871	DISCHARGE DIAGNOSIS	Disease
D-Y2387	DISCHARGE DIAGNOSIS	Disease
D-Y0020	DISCHARGE DIAGNOSIS	Disease
D-60100	DISCHARGE DIAGNOSIS	Disease
P-04540	DISCHARGE DIAGNOSIS	Procedure
P-16000	DISCHARGE DIAGNOSIS	Procedure
P-YY114	DISCHARGE DIAGNOSIS	Procedure
P-YY100	DISCHARGE DIAGNOSIS	Procedure
P-85400	DISCHARGE DIAGNOSIS	Procedure
P-YY111	DISCHARGE DIAGNOSIS	Procedure
P-20100	DISCHARGE DIAGNOSIS	Procedure
P-60310	DISCHARGE DIAGNOSIS	Procedure
P-74500	DISCHARGE DIAGNOSIS	Procedure
P-12300	DISCHARGE DIAGNOSIS	Procedure
P-Y1400	DISCHARGE DIAGNOSIS	Procedure
P-11300	DISCHARGE DIAGNOSIS	Procedure
P-YY026	DISCHARGE DIAGNOSIS	Procedure
T-04000	DISCHARGE DIAGNOSIS	Topography
T-D2000	DISCHARGE DIAGNOSIS	Topography
T-XX000	DISCHARGE DIAGNOSIS	Topography
T-Y8700	DISCHARGE DIAGNOSIS	Topography
T-Y1700	DISCHARGE DIAGNOSIS	Topography
T-Y6000	DISCHARGE DIAGNOSIS	Topography
T-YY510	DISCHARGE DIAGNOSIS	Topography
T-03450	DISCHARGE DIAGNOSIS	Topography
T-X4220	DISCHARGE DIAGNOSIS	Topography
T-06100	DISCHARGE DIAGNOSIS	Topography
T-01520	DISCHARGE DIAGNOSIS	Topography
T-Y1200	DISCHARGE DIAGNOSIS	Topography
T-YY007	DISCHARGE DIAGNOSIS	Topography
T-76330	DISCHARGE DIAGNOSIS	Topography
T-6Y100	DISCHARGE DIAGNOSIS	Topography
T-0X000	DISCHARGE DIAGNOSIS	Topography
T-54470	DISCHARGE DIAGNOSIS	Topography
T-54590	DISCHARGE DIAGNOSIS	Topography
T-54440	DISCHARGE DIAGNOSIS	Topography
T-54380	DISCHARGE DIAGNOSIS	Topography
T-54390	DISCHARGE DIAGNOSIS	Topography
T-Y1000	DISCHARGE DIAGNOSIS	Topography
T-Y9870	DISCHARGE DIAGNOSIS	Topography
M-14920	DISCHARGE DIAGNOSIS	Morphology
M-55570	DISCHARGE DIAGNOSIS	Morphology
M-YY001	DISCHARGE DIAGNOSIS	Morphology
M-76500	DISCHARGE DIAGNOSIS	Morphology
M-49000	DISCHARGE DIAGNOSIS	Morphology
M-14007	DISCHARGE DIAGNOSIS	Morphology
M-01100	DISCHARGE DIAGNOSIS	Morphology
M-36880	DISCHARGE DIAGNOSIS	Morphology
M-34100	DISCHARGE DIAGNOSIS	Morphology
M-12360	DISCHARGE DIAGNOSIS	Morphology
M-13010	DISCHARGE DIAGNOSIS	Morphology
M-49430	DISCHARGE DIAGNOSIS	Morphology
M-10000	DISCHARGE DIAGNOSIS	Morphology
E-00010	DISCHARGE DIAGNOSIS	Etiology
E-90200	DISCHARGE DIAGNOSIS	Etiology
E-YY273	DISCHARGE DIAGNOSIS	Etiology
E-16520	DISCHARGE DIAGNOSIS	Etiology
E-02620	DISCHARGE DIAGNOSIS	Etiology
F-01790	DISCHARGE DIAGNOSIS	Function
F-84420	DISCHARGE DIAGNOSIS	Function
F-62602	DISCHARGE DIAGNOSIS	Function
F-YY007	DISCHARGE DIAGNOSIS	Function
F-YYMOD	DISCHARGE DIAGNOSIS	Function
F-YY011	DISCHARGE DIAGNOSIS	Function
F-79000	DISCHARGE DIAGNOSIS	Function
F-YY039	DISCHARGE DIAGNOSIS	Function
F-YY037	DISCHARGE DIAGNOSIS	Function
F-YY044	DISCHARGE DIAGNOSIS	Function
D-90100	DISCHARGE DIAGNOSIS	Disease
D-75070	DISCHARGE DIAGNOSIS	Disease
D-04300	DISCHARGE DIAGNOSIS	Disease
D-16021	DISCHARGE DIAGNOSIS	Disease
D-77200	DISCHARGE DIAGNOSIS	Disease
D-77141	DISCHARGE DIAGNOSIS	Disease
D-Y6300	DISCHARGE DIAGNOSIS	Disease
D-10000	DISCHARGE DIAGNOSIS	Disease
D-YY012	DISCHARGE DIAGNOSIS	Disease
D-YY015	DISCHARGE DIAGNOSIS	Disease
P-YY101	DISCHARGE DIAGNOSIS	Procedure
P-Y1240	DISCHARGE DIAGNOSIS	Procedure
P-10000	DISCHARGE DIAGNOSIS	Procedure
P-YY116	DISCHARGE DIAGNOSIS	Procedure
P-09000	DISCHARGE DIAGNOSIS	Procedure
P-81628	DISCHARGE DIAGNOSIS	Procedure
P-11600	DISCHARGE DIAGNOSIS	Procedure
P-X0600	DISCHARGE DIAGNOSIS	Procedure
P-80030	DISCHARGE DIAGNOSIS	Procedure
P-08110	DISCHARGE DIAGNOSIS	Procedure
P-16500	DISCHARGE DIAGNOSIS	Procedure
P-YY154	DISCHARGE DIAGNOSIS	Procedure
P-17900	DISCHARGE DIAGNOSIS	Procedure
T-89000	EXP. INTERVENTION	Topography
T-71000	EXP. INTERVENTION	Topography
T-21000	EXP. INTERVENTION	Topography
T-Y1220	EXP. INTERVENTION	Topography
T-03450	EXP. INTERVENTION	Topography
T-25010	EXP. INTERVENTION	Topography
T-49240	EXP. INTERVENTION	Topography
T-Y9400	EXP. INTERVENTION	Topography
T-49530	EXP. INTERVENTION	Topography
T-11101	EXP. INTERVENTION	Topography
T-Y8500	EXP. INTERVENTION	Topography
T-X9001	EXP. INTERVENTION	Topography
T-Y7040	EXP. INTERVENTION	Topography
T-77510	EXP. INTERVENTION	Topography
